티커,종목명,시장,시가총액,상장주식수,종가,거래량
189330,씨이랩,KOSDAQ,67552444800,9382284,7200,363012
010240,흥국,KOSDAQ,67543620000,11706000,5770,50795
037230,한국팩키지,KOSDAQ,67497740655,29800327,2265,231457
072990,에이치시티,KOSDAQ,67344166870,14498206,4645,114991
036120,서울평가정보,KOSDAQ,67267530000,35145000,1914,210685
215090,솔디펜스,KOSDAQ,67267195205,23155661,2905,362004
299900,위지윅스튜디오,KOSDAQ,67222211412,171048884,393,772049
088910,동우팜투테이블,KOSDAQ,67162586400,25831764,2600,101511
0010F0,보원케미칼,KOSDAQ,66638733980,11143601,5980,839957
198080,캐프,KOSDAQ,66543721650,21535185,3090,130801
198440,강동씨앤엘,KOSDAQ,66415766640,60931896,1090,178798
219550,디와이디,KOSDAQ,66322920755,38672257,1715,161968
950200,소마젠,KOSDAQ,66268202585,19236053,3445,35093
094970,제이엠티,KOSDAQ,66155548000,16748240,3950,466879
067170,오텍,KOSDAQ,66035441240,24100526,2740,686334
065500,오리엔트정공,KOSDAQ,65887451584,33242912,1982,1072147
024950,삼천리자전거,KOSDAQ,65836941920,13273577,4960,206084
452200,민테크,KOSDAQ,65792052000,24232800,2715,429165
127710,아시아경제,KOSDAQ,65765470530,44049210,1493,248150
150900,파수에이아이,KOSDAQ,65659002420,11703922,5610,1506422
082210,옵트론텍,KOSDAQ,65556243750,34963330,1875,179347
384470,코어라인소프트,KOSDAQ,65505425800,17946692,3650,185380
246960,SCL사이언스,KOSDAQ,65414781381,34017047,1923,178216
199550,레이저옵텍,KOSDAQ,65376666030,12265791,5330,70912
122310,제노레이,KOSDAQ,65273990340,14553844,4485,43382
097800,윈팩,KOSDAQ,65086759233,136450229,477,0
005670,푸드웰,KOSDAQ,64800000000,10000000,6480,34661
068330,일신바이오,KOSDAQ,64776645100,44216140,1465,338133
196300,HLB펩,KOSDAQ,64775610900,9347130,6930,17573
063440,SM Life Design,KOSDAQ,64625413064,45319364,1426,130288
289220,자이언트스텝,KOSDAQ,64593879795,22312221,2895,125669
008370,원풍,KOSDAQ,64560000000,12000000,5380,9986
373160,데이원컴퍼니,KOSDAQ,64342805540,13807469,4660,92303
037330,인지디스플레,KOSDAQ,64116312264,43885224,1461,116826
444530,심플랫폼,KOSDAQ,63993880680,6418644,9970,97243
263690,디알젬,KOSDAQ,63989696500,11325610,5650,38423
053350,이니텍,KOSDAQ,63971193825,22021065,2905,113339
137080,나래나노텍,KOSDAQ,63923459160,11059422,5780,35946
048770,TPC로보틱스,KOSDAQ,63890823370,15697991,4070,980551
053270,구영테크,KOSDAQ,63729191625,27410405,2325,132842
153460,네이블,KOSDAQ,63602336360,6530014,9740,81307
218150,미래생명자원,KOSDAQ,63595223230,20415802,3115,518281
004780,대륙제관,KOSDAQ,63533280005,15903199,3995,22190
054300,팬스타엔터프라이즈,KOSDAQ,63426555720,57870945,1096,210628
206560,덱스터,KOSDAQ,63402281320,25411736,2495,137611
050960,수산아이앤티,KOSDAQ,63391890000,6751000,9390,17513
306040,에스제이그룹,KOSDAQ,63141299200,9865828,6400,157828
303360,프로티아,KOSDAQ,63110603500,12879715,4900,26404
189980,흥국에프엔비,KOSDAQ,62615010120,40137827,1560,254883
001840,이화공영,KOSDAQ,62588831935,28256809,2215,0
452160,제이엔비,KOSDAQ,62417750230,9617527,6490,113818
045340,토탈소프트,KOSDAQ,62302531200,8558040,7280,54169
407400,꿈비,KOSDAQ,62196769500,14634534,4250,142683
053620,태양,KOSDAQ,62178000000,8600000,7230,5642
365590,하이딥,KOSDAQ,62068027110,30956622,2005,78650
294090,이오플로우,KOSDAQ,61997566450,41609105,1490,0
065170,비엘팜텍,KOSDAQ,61968620460,27913793,2220,411332
340440,세림B&G,KOSDAQ,61864833520,28378364,2180,2707958
238120,얼라인드,KOSDAQ,61829252800,14378896,4300,30831
450330,하스,KOSDAQ,61810664650,8186843,7550,1336622
100030,인지소프트,KOSDAQ,61306940380,3283714,18670,13596
143540,영우디에스피,KOSDAQ,61280255730,44599895,1374,256879
196450,코아시아씨엠,KOSDAQ,61181435700,45319582,1350,180436
460470,아이빔테크놀로지,KOSDAQ,61006657950,15119370,4035,464108
038010,제일테크노스,KOSDAQ,60930000000,9000000,6770,33530
014190,원익큐브,KOSDAQ,60887838320,35399906,1720,283854
190650,코리아에셋투자증권,KOSDAQ,60877640000,6388000,9530,197031
239890,피엔에이치테크,KOSDAQ,60806820600,9935755,6120,61933
413640,비아이매트릭스,KOSDAQ,60754504200,7206940,8430,39820
0010V0,제이피아이헬스케어,KOSDAQ,60447936000,5105400,11840,14767
452300,캡스톤파트너스,KOSDAQ,60432938825,14169505,4265,489157
104200,NHN벅스,KOSDAQ,60348128500,14827550,4070,97062
173940,에프엔씨엔터,KOSDAQ,60339807360,15392808,3920,11977
053980,오상자이엘,KOSDAQ,60175422110,18982783,3170,95049
057540,옴니시스템,KOSDAQ,60106999216,59394268,1012,1873614
053950,경남제약,KOSDAQ,60095318302,78147358,769,0
052790,액토즈소프트,KOSDAQ,59975763030,10924547,5490,21605
037950,엘컴텍,KOSDAQ,59873290971,84447519,709,0
066670,디티씨,KOSDAQ,59814137600,18691918,3200,944873
089150,케이씨티,KOSDAQ,59682000000,17150000,3480,157043
465480,인스피언,KOSDAQ,59508721640,10137772,5870,64986
440290,HB인베스트먼트,KOSDAQ,59276356650,27506430,2155,78443
223310,사토시홀딩스,KOSDAQ,59202811850,26023214,2275,0
419120,산돌,KOSDAQ,59167815240,14718362,4020,61591
219420,링크제니시스,KOSDAQ,58953265980,11469507,5140,128290
215790,이노인스트루먼트,KOSDAQ,58853680689,40283149,1461,6029761
072770,멤레이비티,KOSDAQ,58698106572,83024196,707,0
185490,아이진,KOSDAQ,58533127536,43229784,1354,364879
261200,덴티스,KOSDAQ,58495890000,15809700,3700,120711
007680,대원,KOSDAQ,58492161900,13446474,4350,7045
099520,DGI,KOSDAQ,58141862016,45281824,1284,0
033560,블루콤,KOSDAQ,58140000000,17100000,3400,34103
105760,포스뱅크,KOSDAQ,58011105900,10177387,5700,109492
171010,램테크놀러지,KOSDAQ,57981439360,14298752,4055,2440349
033830,티비씨,KOSDAQ,57900000000,100000000,579,352253
090410,덕신이피씨,KOSDAQ,57835539225,46084095,1255,195801
035460,기산텔레콤,KOSDAQ,57824959200,14903340,3880,772485
237820,플레이디,KOSDAQ,57722130000,12827140,4500,21913
052460,아이크래프트,KOSDAQ,57482228160,14607936,3935,179619
245620,EDGC,KOSDAQ,57474989665,138493951,415,0
364950,에이아이코리아,KOSDAQ,57245470500,8296445,6900,76850
466410,사이냅소프트,KOSDAQ,57220581280,5037023,11360,35672
038070,서린바이오,KOSDAQ,57106150640,9300676,6140,75314
277070,린드먼아시아,KOSDAQ,56958720000,13692000,4160,7637
088340,유라클,KOSDAQ,56824071360,4364368,13020,53289
471820,셀로맥스사이언스,KOSDAQ,56740452580,11302879,5020,25739
369370,블리츠웨이엔터테인먼트,KOSDAQ,56504875163,49871911,1133,214322
311390,네오크레마,KOSDAQ,56499167885,12653789,4465,78580
123010,알엔티엑스,KOSDAQ,56454991010,32689630,1727,2216331
097870,효성오앤비,KOSDAQ,56203800000,8490000,6620,230315
126640,화신정공,KOSDAQ,56089456000,35055910,1600,517885
122350,삼기,KOSDAQ,56052243736,38339428,1462,277126
432430,와이랩,KOSDAQ,56045746400,16508320,3395,35852
043910,자연과환경,KOSDAQ,55901988301,113391457,493,0
066360,체리부로,KOSDAQ,55816145460,47952015,1164,337629
100660,서암기계공업,KOSDAQ,55692000000,12600000,4420,41621
429270,시지트로닉스,KOSDAQ,55592371220,6449231,8620,1347396
476080,M83,KOSDAQ,55569760000,8077000,6880,30562
340930,유일에너테크,KOSDAQ,55513882710,68875785,806,0
114450,그린생명과학,KOSDAQ,55300000000,20000000,2765,206613
033200,모아텍,KOSDAQ,55246718175,14331185,3855,23233
070300,엑스큐어,KOSDAQ,55237774860,23307078,2370,639228
079000,와토스코리아,KOSDAQ,55008000000,7200000,7640,18856
056700,신화인터텍,KOSDAQ,54919646535,29135091,1885,100004
189690,포시에스,KOSDAQ,54917157690,27321969,2010,121876
217480,에스디생명공학,KOSDAQ,54756837359,109733141,499,0
361570,알비더블유,KOSDAQ,54669739482,28743291,1902,52896
403490,우듬지팜,KOSDAQ,54521834768,45932464,1187,331824
051490,나라엠앤디,KOSDAQ,54315000000,14200000,3825,153124
300120,라온피플,KOSDAQ,54256401536,49504016,1096,1538167
066130,하츠,KOSDAQ,54144000000,12800000,4230,33289
309930,조이웍스앤코,KOSDAQ,54116376080,24487048,2210,0
464500,아이언디바이스,KOSDAQ,54013995180,13993263,3860,622691
031310,아이즈비전,KOSDAQ,53692705055,29746651,1805,1911587
065130,탑엔지니어링,KOSDAQ,53613400000,16004000,3350,40486
376180,피코그램,KOSDAQ,53455789440,18561038,2880,145401
179530,애드바이오텍,KOSDAQ,53135001000,19679630,2700,228485
273060,와이즈버즈,KOSDAQ,53083480264,50459582,1052,339703
430690,한싹,KOSDAQ,53005765855,10895327,4865,512149
314140,알피바이오,KOSDAQ,52951465710,8666361,6110,23343
050110,캠시스,KOSDAQ,52692355869,29224823,1803,648284
221840,하이즈항공,KOSDAQ,52642079215,18700561,2815,53941
078590,휴림에이텍,KOSDAQ,52457053425,99918197,525,0
260660,알리코제약,KOSDAQ,52418411820,15327021,3420,53596
352700,씨앤투스,KOSDAQ,52396136606,26276899,1994,30685
053160,프리엠스,KOSDAQ,52320000000,6000000,8720,41700
434480,모니터랩,KOSDAQ,52318775000,12310300,4250,428424
016600,큐캐피탈,KOSDAQ,52226403816,178247112,293,0
043340,에쎈테크,KOSDAQ,52155000000,95000000,549,0
200350,아티스트스튜디오,KOSDAQ,51979330000,9996025,5200,107100
073110,엘엠에스,KOSDAQ,51951209200,8895755,5840,13357
355390,크라우드웍스,KOSDAQ,51871673070,15577079,3330,134432
051390,YW,KOSDAQ,51723701240,11355368,4555,16042
388610,지에프씨생명과학,KOSDAQ,51711162750,5303709,9750,24683
199480,뱅크웨어글로벌,KOSDAQ,51696701160,10196588,5070,103545
376290,씨유테크,KOSDAQ,51648187500,17657500,2925,116214
096610,알에프세미,KOSDAQ,51550708615,17386411,2965,0
466910,엔에이치스팩30호,KOSDAQ,51324000000,9100000,5640,0
219750,한국비티비,KOSDAQ,51294677840,65426885,784,41712
263020,디케이앤디,KOSDAQ,51262920930,13836146,3705,999161
007530,와이엠,KOSDAQ,51184731300,22254231,2300,41493
451700,엔에이치스팩29호,KOSDAQ,51157750000,14350000,3565,323018
320000,한울반도체,KOSDAQ,51116428650,33344050,1533,0
064480,브리지텍,KOSDAQ,51096937500,11952500,4275,81745
046310,백금T&A,KOSDAQ,51061973510,16418641,3110,77401
087600,픽셀플러스,KOSDAQ,51040987500,8166558,6250,10428
332290,누보,KOSDAQ,50997828312,39904404,1278,854299
006920,모헨즈,KOSDAQ,50996400000,10920000,4670,253564
297570,알로이스,KOSDAQ,50927811678,34621218,1471,445299
128540,에코캡,KOSDAQ,50872016760,26690460,1906,310168
097780,에코볼트,KOSDAQ,50796139104,63415904,801,0
002290,삼일기업공사,KOSDAQ,50778000000,12400000,4095,62957
103840,우양,KOSDAQ,50654094660,16366428,3095,160114
250000,보라티알,KOSDAQ,50562990170,6750733,7490,19731
122690,서진오토모티브,KOSDAQ,50543373540,23079166,2190,131034
086040,바이오톡스텍,KOSDAQ,50507851755,15958247,3165,100037
393970,대진첨단소재,KOSDAQ,50428566500,17850820,2825,0
060850,영림원소프트랩,KOSDAQ,50412200000,8131000,6200,57188
307280,원바이오젠,KOSDAQ,50371851700,7094627,7100,50810
347770,핌스,KOSDAQ,50171207190,22857042,2195,1148379
026040,제이에스티나,KOSDAQ,50006483700,16503790,3030,142196
336060,웨이버스,KOSDAQ,49936942400,48155200,1037,592948
080520,오디텍,KOSDAQ,49875246885,11322417,4405,111402
119500,포메탈,KOSDAQ,49817610560,11847232,4205,111625
032860,더라미,KOSDAQ,49686911490,40395863,1230,273627
033540,파라텍,KOSDAQ,49686260781,52246331,951,900496
073570,리튬포어스,KOSDAQ,49413232261,60186641,821,0
069410,엔텔스,KOSDAQ,49328827560,10244824,4815,53095
290090,트윔,KOSDAQ,49254574160,7440268,6620,4679
044960,이글벳,KOSDAQ,49240134285,12641883,3895,82473
025880,케이씨피드,KOSDAQ,49061043230,16715858,2935,225289
335810,프리시젼바이오,KOSDAQ,49057145910,21949506,2235,39692
032960,동일기연,KOSDAQ,49014028350,3518595,13930,9551
263770,유에스티,KOSDAQ,48703853460,23700172,2055,58319
450520,인스웨이브,KOSDAQ,48598630290,14704578,3305,6167693
263700,케어랩스,KOSDAQ,48535500000,19414200,2500,88856
263810,상신전자,KOSDAQ,48411468000,15924825,3040,85631
464280,티디에스팜,KOSDAQ,48276900000,5530000,8730,22009
054780,키이스트,KOSDAQ,48259881815,19657793,2455,155640
091590,남화토건,KOSDAQ,48251400000,11740000,4110,31764
254120,자비스,KOSDAQ,48222695360,30754270,1568,7347178
140520,대창스틸,KOSDAQ,48023527825,21109243,2275,97717
081580,성우전자,KOSDAQ,47920161870,15508143,3090,111342
286750,나노실리칸첨단소재,KOSDAQ,47883141215,32028857,1495,192478
082660,코스나인,KOSDAQ,47827617120,99640869,480,0
417860,오브젠,KOSDAQ,47814503080,4696906,10180,84876
160550,NEW,KOSDAQ,47803159578,27906106,1713,127624
106240,파인테크닉스,KOSDAQ,47794803430,22868327,2090,269082
363260,모비데이즈,KOSDAQ,47666705658,32163769,1482,101839
186230,그린플러스,KOSDAQ,47666620620,10920188,4365,99856
271830,팸텍,KOSDAQ,47656166432,29490202,1616,134885
241840,에이스토리,KOSDAQ,47652270030,9539994,4995,36035
418250,시큐레터,KOSDAQ,47629012750,7271605,6550,0
206400,베노티앤알,KOSDAQ,47525370186,37510158,1267,101250
032580,피델릭스,KOSDAQ,47478247712,33132064,1433,1012423
019770,서연탑메탈,KOSDAQ,47473750000,11650000,4075,87454
178780,일월지엠엘,KOSDAQ,47436751275,18639195,2545,44406
050860,아세아텍,KOSDAQ,47362500000,22500000,2105,60570
129890,앱코,KOSDAQ,47139698070,45545602,1035,245496
420570,제이투케이바이오,KOSDAQ,47072238150,5847483,8050,26933
023440,제이스코홀딩스,KOSDAQ,46964378481,90142761,521,0
215380,우정바이오,KOSDAQ,46870369160,16829576,2785,194415
049120,파인디앤씨,KOSDAQ,46859350460,10601663,4420,550148
290120,DH오토리드,KOSDAQ,46681534550,15824249,2950,158377
290520,신도기연,KOSDAQ,46673030660,15929362,2930,559049
101240,씨큐브,KOSDAQ,46620698460,11357052,4105,47713
469750,아이비젼웍스,KOSDAQ,46516249350,34456481,1350,8374505
065650,하이퍼코퍼레이션,KOSDAQ,46192067250,21891975,2110,0
258610,케일럼,KOSDAQ,46080634569,36485063,1263,104093
200780,비씨월드제약,KOSDAQ,46075655520,10665661,4320,20691
224110,에이텍모빌리티,KOSDAQ,45977493300,5080386,9050,28378
052600,한네트,KOSDAQ,45792252000,11563700,3960,156009
475460,미트박스,KOSDAQ,45746153750,5613025,8150,20645
049830,승일,KOSDAQ,45745555520,6132112,7460,2459
073540,에프알텍,KOSDAQ,45714000000,11400000,4010,165522
057030,YBM넷,KOSDAQ,45675551600,16312697,2800,27863
356890,싸이버원,KOSDAQ,45603842375,11953825,3815,485938
032790,엠젠솔루션,KOSDAQ,45556508044,51360212,887,0
037370,EG,KOSDAQ,45539852160,8624972,5280,49195
351870,차이커뮤니케이션,KOSDAQ,45535419360,11160642,4080,12926
066910,손오공,KOSDAQ,45514551520,66933164,680,0
153490,우리이앤엘하루틴,KOSDAQ,45456840000,51480000,883,251055
239610,에이치엘사이언스,KOSDAQ,45455529450,5392115,8430,7678
256150,한독크린텍,KOSDAQ,45333000000,8395000,5400,9621
318020,포인트모바일,KOSDAQ,45268680960,12301272,3680,25802
080530,코디,KOSDAQ,45241363125,55510875,815,0
123570,이엠넷,KOSDAQ,45109057950,22276078,2025,8787
317240,TS트릴리온,KOSDAQ,45078019113,145883557,309,0
020180,대신정보통신,KOSDAQ,45077117295,38428915,1173,997311
373170,엠아이큐브솔루션,KOSDAQ,45039094200,15113790,2980,79603
131760,파인텍,KOSDAQ,44995119988,43431583,1036,0
270520,앱튼,KOSDAQ,44822325516,196589147,228,0
220180,핸디소프트,KOSDAQ,44487435278,23930842,1859,42612
083550,케이엠,KOSDAQ,44328659550,13556165,3270,119441
006050,국영지앤엠,KOSDAQ,44316958610,34895243,1270,536758
022220,티케이지애강,KOSDAQ,44232570466,51794579,854,100238
148250,알엔투테크놀로지,KOSDAQ,44230184180,12691588,3485,355757
204020,그리티,KOSDAQ,44153388640,19450832,2270,82505
203450,유니온바이오메트릭스,KOSDAQ,44137686945,14079007,3135,71664
288330,파라택시스코리아,KOSDAQ,44128768736,106078771,416,0
340810,시선AI,KOSDAQ,44073272480,13644976,3230,407254
014570,고려제약,KOSDAQ,43945000000,11000000,3995,36023
195500,마니커에프앤지,KOSDAQ,43939500000,15978000,2750,65689
383930,디티앤씨알오,KOSDAQ,43657797120,12784128,3415,254928
024120,KB오토시스,KOSDAQ,43642500000,11500000,3795,79926
025440,DH오토웨어,KOSDAQ,43610414256,48781224,894,292208
900300,오가닉티코스메틱,KOSDAQ,43172838672,251004876,172,46016998
363250,진시스템,KOSDAQ,43137496740,8508382,5070,66011
200230,텔콘RF제약,KOSDAQ,43128690399,71523533,603,793868
133750,메가엠디,KOSDAQ,42998800449,23407077,1837,91809
208860,다산디엠씨,KOSDAQ,42946715845,33949973,1265,103537
258790,소프트캠프,KOSDAQ,42935025912,24991284,1718,0
046390,삼화네트웍스,KOSDAQ,42784376603,43172933,991,0
455180,케이지에이,KOSDAQ,42782238540,13958316,3065,104023
075970,동국알앤에스,KOSDAQ,42780000000,18400000,2325,140164
387570,파인메딕스,KOSDAQ,42700581000,5625900,7590,51403
068050,팬엔터테인먼트,KOSDAQ,42427324432,27694076,1532,94736
277410,인산가,KOSDAQ,42329478510,38411505,1102,133236
359090,씨엔알리서치,KOSDAQ,42298447712,57470717,736,264949
007720,소노스퀘어,KOSDAQ,42235388550,100800450,419,249198
288980,모아데이타,KOSDAQ,42129636882,36381379,1158,1008604
221980,케이디켐,KOSDAQ,42082964000,4034800,10430,1690
159910,에코글로우,KOSDAQ,41868388000,52335485,800,0
043200,파루,KOSDAQ,41762510685,41804315,999,734446
064520,테크엘,KOSDAQ,41707081692,22351062,1866,27917
045060,오공,KOSDAQ,41592546170,16941974,2455,66609
237750,피앤씨테크,KOSDAQ,41578240000,6496600,6400,342197
058110,멕아이씨에스,KOSDAQ,41570872700,16050530,2590,228569
114630,폴라리스우노,KOSDAQ,41511241240,17589509,2360,68925
462510,라메디텍,KOSDAQ,41505979975,8802965,4715,27751
228340,동양파일,KOSDAQ,41500000000,20000000,2075,51362
038870,에코심플렉스,KOSDAQ,41344099550,14014949,2950,138148
406820,뷰티스킨,KOSDAQ,41277578440,14136157,2920,635696
298060,풍전약품,KOSDAQ,40976344152,44203176,927,0
257370,피엔티엠에스,KOSDAQ,40765846860,12504861,3260,79212
131100,티엔엔터테인먼트,KOSDAQ,40630872240,32246724,1260,43218
075130,플랜티넷,KOSDAQ,40558460800,16622320,2440,43594
318410,비비씨,KOSDAQ,40553273900,5555243,7300,16996
440320,오픈놀,KOSDAQ,40548750000,9830000,4125,183131
012620,원일특강,KOSDAQ,40392000000,4400000,9180,6861
039290,인포뱅크,KOSDAQ,40383527810,8693978,4645,16616
013810,스페코,KOSDAQ,40375819850,14655470,2755,217239
140430,카티스,KOSDAQ,40192549328,53447539,752,0
038880,아이에이,KOSDAQ,40089448839,37572117,1067,462482
066900,디에이피,KOSDAQ,40053069783,22744503,1761,28433
475660,에스켐,KOSDAQ,39966368400,7929835,5040,17954
452980,신한제11호스팩,KOSDAQ,39889550000,18905000,2110,164230
064090,인크레더블버즈,KOSDAQ,39694710510,49742745,798,0
351320,넥사다이내믹스,KOSDAQ,39617988428,29698642,1334,157513
065950,웰크론,KOSDAQ,39552054102,28231302,1401,429512
290270,휴네시온,KOSDAQ,39439493560,9607672,4105,198497
013720,THE CUBE&,KOSDAQ,39416636664,60828143,648,683584
462980,아이지넷,KOSDAQ,39295211735,18234437,2155,270939
318000,KBG,KOSDAQ,39243601270,8740223,4490,42861
065370,위세아이텍,KOSDAQ,39208795740,7383954,5310,41203
464580,닷밀,KOSDAQ,39204969570,18406089,2130,68459
187270,신화콘텍,KOSDAQ,39155241700,10143845,3860,47294
109820,진매트릭스,KOSDAQ,39135395160,20393640,1919,142237
398120,에스지헬스케어,KOSDAQ,39119271410,11818511,3310,123110
035200,프럼파스트,KOSDAQ,39019665900,9730590,4010,59956
169330,엠브레인,KOSDAQ,39015035340,18316918,2130,20883
270870,뉴트리,KOSDAQ,38962948640,9200224,4235,18408
086060,진바이오텍,KOSDAQ,38876800305,8610587,4515,110811
238490,힘스,KOSDAQ,38800969480,11312236,3430,53812
353590,오토앤,KOSDAQ,38497954300,12875570,2990,18597
290560,파라택시스이더리움,KOSDAQ,38463895600,22362730,1720,85876
050120,ES큐브,KOSDAQ,38454183810,13564086,2835,8992
296640,이노에이엑스,KOSDAQ,38422629840,5178252,7420,24817
239340,이스트에이드,KOSDAQ,38418998816,26979634,1424,32561
016670,디모아,KOSDAQ,38381291010,10194234,3765,26812
376980,원티드랩,KOSDAQ,38235432510,9766394,3915,148054
263920,휴엠앤씨,KOSDAQ,38108066010,9809026,3885,14099
056730,CNT85,KOSDAQ,38093149604,74111186,514,0
038620,위즈코프,KOSDAQ,38091920895,75729465,503,0
059100,아이컴포넌트,KOSDAQ,37970518200,7070860,5370,48033
148780,비큐AI,KOSDAQ,37923544350,31445725,1206,220097
090150,아이윈,KOSDAQ,37771514286,41875293,902,233580
262840,아이퀘스트,KOSDAQ,37618350900,21133905,1780,0
021650,한국큐빅,KOSDAQ,37606294900,16350563,2300,3518
094860,네오리진,KOSDAQ,37413920860,25110014,1490,371112
900340,윙입푸드,KOSDAQ,37345548576,50330928,742,0
424760,벨로크,KOSDAQ,37321684179,19778317,1887,0
021880,메이슨캐피탈,KOSDAQ,37132271400,212184408,175,592357
195990,에이비프로바이오,KOSDAQ,36810595240,32575748,1130,308717
001810,무림SP,KOSDAQ,36792525000,22137500,1662,114248
177830,파버나인,KOSDAQ,36636076965,13493951,2715,49172
071850,캐스텍코리아,KOSDAQ,36634016380,24260938,1510,8998
001000,신라섬유,KOSDAQ,36586252780,24277540,1507,175783
317120,라닉스,KOSDAQ,36547700000,15260000,2395,730011
130500,GH신소재,KOSDAQ,36362630000,14545052,2500,47490
146060,율촌,KOSDAQ,36335595235,24015595,1513,152352
099390,브레인즈컴퍼니,KOSDAQ,36280610860,8208283,4420,23789
057680,티사이언티픽,KOSDAQ,36265486500,14249700,2545,180248
196490,디에이테크놀로지,KOSDAQ,36245518050,5951645,6090,0
342870,오아,KOSDAQ,36243810050,5450197,6650,4814
284620,카이노스메드,KOSDAQ,35965517911,33086953,1087,0
044480,빌리언스,KOSDAQ,35895358960,80663728,445,0
038530,케이바이오랩스,KOSDAQ,35871447570,115714347,310,0
068940,셀피글로벌,KOSDAQ,35720093048,45912716,778,0
438700,버넥트,KOSDAQ,35607923550,11144890,3195,56071
038950,파인디지털,KOSDAQ,35584516025,10210765,3485,9300
045510,정원엔시스,KOSDAQ,35559058368,32209292,1104,494158
462310,뉴키즈온,KOSDAQ,35400648325,8185121,4325,44354
027580,상보,KOSDAQ,35390404842,59181279,598,0
208710,포톤,KOSDAQ,35388654420,13180132,2685,490273
123840,뉴온,KOSDAQ,35328140385,63654307,555,0
263050,유틸렉스,KOSDAQ,35324626904,36834856,959,0
051380,피씨디렉트,KOSDAQ,35282165600,15340072,2300,80663
187220,디티앤씨,KOSDAQ,35151045650,11524933,3050,142195
274400,이노시뮬레이션,KOSDAQ,35119295445,9086493,3865,56326
115610,이미지스,KOSDAQ,34924462395,11818769,2955,397547
060540,에스에이티,KOSDAQ,34861830204,26133306,1334,106910
131220,대한과학,KOSDAQ,34849740750,7454490,4675,27340
063760,이엘피,KOSDAQ,34689483600,9325130,3720,186547
431190,케이쓰리아이,KOSDAQ,34587362040,7486442,4620,35737
285800,진영,KOSDAQ,34570040060,17477270,1978,578332
017000,신원종합개발,KOSDAQ,34537359920,11668027,2960,77030
377030,비트맥스,KOSDAQ,34489311000,10694360,3225,760255
079170,한창산업,KOSDAQ,34476000000,5200000,6630,27968
053290,NE능률,KOSDAQ,34457350095,16526307,2085,49210
303530,이노뎁,KOSDAQ,34311222825,7339299,4675,52110
048470,대동스틸,KOSDAQ,34305750000,9650000,3555,203613
333050,이노테나,KOSDAQ,34286363118,24613326,1393,0
045300,성우테크론,KOSDAQ,34277789000,10547012,3250,48400
301300,바이브컴퍼니,KOSDAQ,34268024760,13154712,2605,27391
291230,엔피,KOSDAQ,34262417175,44095775,777,271443
303030,지니틱스,KOSDAQ,34248960988,45787381,748,0
225220,제놀루션,KOSDAQ,34234997464,19190021,1784,197965
377220,프롬바이오,KOSDAQ,34198480000,28310000,1208,232411
054220,비츠로시스,KOSDAQ,33950288388,61953081,548,0
367000,플래티어,KOSDAQ,33930297315,8388207,4045,8404
016100,리더스코스메틱,KOSDAQ,33808582380,19100894,1770,89002
210120,캔버스엔,KOSDAQ,33787044332,24237478,1394,237912
109960,앱토크롬,KOSDAQ,33780758157,220789269,153,0
900310,컬러레이,KOSDAQ,33685921050,64041675,526,86781
252500,세화피앤씨,KOSDAQ,33603975900,41486390,810,90137
198940,한주라이트메탈,KOSDAQ,33512684058,38922978,861,0
027040,서울전자통신,KOSDAQ,33402646560,69588847,480,0
115480,씨유메디칼,KOSDAQ,33222257784,60624558,548,0
142760,모아라이프플러스,KOSDAQ,33185413260,42166980,787,169865
115160,휴맥스,KOSDAQ,33117250560,4312142,7680,171439
039740,한국정보공학,KOSDAQ,33035795640,8018397,4120,50455
397810,애드포러스,KOSDAQ,32874104900,5160770,6370,17675
900070,글로벌에스엠,KOSDAQ,32783820480,53743968,610,0
405920,나라셀라,KOSDAQ,32774703420,12878076,2545,7258
023790,동일스틸럭스,KOSDAQ,32648381633,26139617,1249,0
089140,넥스턴앤롤코리아,KOSDAQ,32623578420,15316234,2130,99330
138070,신진에스엠,KOSDAQ,32590965848,17503204,1862,57645
236810,엔비티,KOSDAQ,32558867068,16975426,1918,63012
033050,제이엠아이,KOSDAQ,32481603974,32579342,997,55865
096690,에이루트,KOSDAQ,32271239861,24137053,1337,0
018680,서울제약,KOSDAQ,32238017035,11659319,2765,2698
148930,에이치와이티씨,KOSDAQ,32102797015,10175213,3155,24501
008470,부스타,KOSDAQ,31938240000,8404800,3800,15447
047080,한빛소프트,KOSDAQ,31921557532,24822362,1286,558528
019570,플루토스,KOSDAQ,31891429782,67710042,471,1865750
101000,KS인더스트리,KOSDAQ,31872126192,39641948,804,300886
032750,삼진,KOSDAQ,31834705050,9031122,3525,28154
024940,PN풍년,KOSDAQ,31800000000,10000000,3180,104612
131090,시큐브,KOSDAQ,31666743835,7658221,4135,69677
335870,윙스풋,KOSDAQ,31356885456,16750473,1872,16497
258830,세종메디칼,KOSDAQ,31223976612,75786351,412,0
067730,로지시스,KOSDAQ,31101659230,9673922,3215,152209
432980,엠에프씨,KOSDAQ,31059147330,8591742,3615,19600
377330,이지트로닉스,KOSDAQ,30931825200,8139954,3800,27985
224060,더코디,KOSDAQ,30861117560,5160722,5980,33575
900110,이스트아시아홀딩스,KOSDAQ,30827286820,36874745,836,542229
354200,엔젠바이오,KOSDAQ,30777593000,26809750,1148,396523
310870,디와이씨,KOSDAQ,30761971977,20687271,1487,296717
065770,CS,KOSDAQ,30747229920,19411130,1584,0
